system   D            wsystem.c:583  maybe_parent_dir                 [   0.00245] Also searching D:\Users\Ed Starkey\Google Drive\Git Repositories\Project 1\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  81.63436] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:217  alloc_glyph_region               [  93.54898] Glyph 20: 54x54 (56x56)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.54961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.54964] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  93.55123] Glyph 52: 65x49 (68x52)
font     D                ttf.c:217  alloc_glyph_region               [  93.55173] Glyph 28: 54x54 (56x56)
font     D                ttf.c:217  alloc_glyph_region               [  93.55231] Glyph 61: 43x48 (44x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.55279] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.55281] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  93.55312] Glyph 58: 26x33 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.55368] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.55373] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  93.55392] Glyph 86: 26x35 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [  93.55399] Glyph 4: 7x34 (8x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.56603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.56607] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.56651] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.56656] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:114  _al_run_destructors              [ 108.66615] calling dtor for object 051E05B8, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.66621] removed dtor for object 051E05B8
dtor     D               dtor.c:114  _al_run_destructors              [ 108.66757] calling dtor for object 051F2B70, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.66761] removed dtor for object 051F2B70
dtor     D               dtor.c:114  _al_run_destructors              [ 108.66768] calling dtor for object 0517A3B8, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.66770] removed dtor for object 0517A3B8
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67094] calling dtor for object 051860C0, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67098] removed dtor for object 051860C0
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67102] calling dtor for object 05181520, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67104] removed dtor for object 05181520
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67109] calling dtor for object 05180CA0, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67112] removed dtor for object 05180CA0
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67115] calling dtor for object 051747C0, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67118] removed dtor for object 051747C0
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67122] calling dtor for object 05173E98, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67131] removed dtor for object 05173E98
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67136] calling dtor for object 05173AA8, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67138] removed dtor for object 05173AA8
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67144] calling dtor for object 0517B450, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67146] removed dtor for object 0517B450
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67153] calling dtor for object 0517ABA0, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67155] removed dtor for object 0517ABA0
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67158] calling dtor for object 05174DD0, func 0FAD2595
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67161] removed dtor for object 05174DD0
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67166] calling dtor for object 0516A968, func 0FAD1B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67170] removed dtor for object 0516A968
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 108.67184] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67226] calling dtor for object 05167800, func 0FAD1B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67228] removed dtor for object 05167800
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 108.67298] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67337] calling dtor for object 0515F948, func 0FAD1B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67339] removed dtor for object 0515F948
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67388] calling dtor for object 0514B9E8, func 0FAD27A7
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67390] removed dtor for object 0514B9E8
dtor     D               dtor.c:114  _al_run_destructors              [ 108.67394] calling dtor for object 0514B830, func 0FAD24D2
dtor     D               dtor.c:214  _al_unregister_destructor        [ 108.67920] removed dtor for object 0514B830
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [ 108.68134] destroying display 02CE47B0 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [ 108.68137] waiting for display 02CE47B0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [ 108.68890] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [ 108.74575] d3d display thread exits
